0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,cluster_names
0.0,0.0,0.0,0.0,0.0,2.589826,3.5931861,5.3965626,8.729622,13.005122,18.982626,25.35358,26.785522,26.98228,26.98228,2211
0.0,0.0,0.0,0.0,0.0,1.682234,2.0157652,3.8607492,6.617015,9.856336,16.597023,18.48296,19.037653,19.094074,19.094074,2221
0.0,0.0,0.0,0.0,0.0,2.8008373,2.4833658,3.7923734,5.588778,11.540179,16.266191,25.746304,33.624825,34.750153,34.785824,2222
0.0,0.0,0.0,0.0,0.0,1.1507827,0.961086,1.8274381,4.3656917,7.7839146,10.815352,16.128773,18.698116,19.03401,19.043598,2112
0.0,0.0,0.0,0.0,0.0,1.2024771,1.3474668,2.8631544,4.266688,7.627793,11.063711,12.836257,14.881357,15.033111,15.033111,2111
0.0,0.0,0.0,0.0,0.0,1.3840679,2.9886947,5.9841747,6.896558,11.77421,18.413658,24.446054,25.631306,25.631306,25.631306,1111
0.0,0.0,0.0,0.0,0.0,1.7677859,1.3685333,1.9905233,4.686662,7.19494,10.528443,13.606526,16.180065,16.397804,16.397804,1112
0.0,0.0,0.0,0.0,0.0,4.1768436,2.299555,5.175383,10.449516,14.295696,21.541418,36.63923,39.080807,40.919308,40.919308,1122
0.0,0.0,0.0,0.0,0.0,2.3239467,2.7173495,4.3722196,9.676106,14.137921,20.223816,24.72119,28.068438,28.054987,28.054987,1121
0.0,0.0,0.0,0.0,0.0,0.0,1.0074524,0.9617441,3.012524,4.269007,6.761163,10.26314,13.125733,13.23656,13.23656,12122
0.0,0.0,0.0,0.0,0.0,0.0,1.0804678,1.3838925,2.7222238,3.254916,6.415793,9.375687,11.062013,11.023991,11.023991,12121
0.0,0.0,0.0,0.0,0.0,0.0,1.2473451,3.190621,5.5088515,6.4759865,8.041693,9.364538,9.341026,9.341026,9.341026,21211
0.0,0.0,0.0,0.0,0.0,0.0,0.7925855,1.5944941,2.0569563,5.077823,5.3382044,9.236729,11.495398,11.736034,11.736034,21212
0.0,0.0,0.0,0.0,0.0,0.0,0.89008105,1.5951736,2.5477529,3.3171504,4.8345723,7.1131935,7.63931,7.7222705,7.7222705,22112
0.0,0.0,0.0,0.0,0.0,0.0,3.1663141,3.0110428,4.9921336,10.389116,15.235977,15.747382,16.054958,16.054958,16.054958,22111
0.0,0.0,0.0,0.0,0.0,0.0,0.80845577,1.3546724,2.0436273,3.058356,5.0500016,8.647613,11.022221,11.813012,11.866856,12222
0.0,0.0,0.0,0.0,0.0,0.0,0.54109687,2.3976572,2.8590655,4.2168984,7.3738055,10.164196,12.266124,12.384103,12.384103,12221
0.0,0.0,0.0,0.0,0.0,0.0,0.61055577,0.6956848,1.3062488,2.712251,3.7819996,6.123715,8.241156,8.958705,9.082028,21222
0.0,0.0,0.0,0.0,0.0,0.0,0.34994566,1.3271788,1.6094713,2.6891258,4.112547,5.872756,6.077031,6.2126603,6.2126603,21221
0.0,0.0,0.0,0.0,0.0,0.0,2.7615035,5.961369,8.156556,11.188626,20.189564,22.74593,24.377094,24.377094,24.377094,12112
0.0,0.0,0.0,0.0,0.0,0.0,2.9215915,2.363523,7.8651834,9.540013,16.502485,18.59627,20.009506,20.009506,20.009506,12111
0.0,0.0,0.0,0.0,0.0,0.0,2.031762,3.8838563,5.4235115,7.968028,10.086844,9.852487,9.852487,9.852487,9.852487,12211
0.0,0.0,0.0,0.0,0.0,0.0,0.79548633,1.9908634,3.0046372,5.3763766,6.408665,10.101733,12.410787,13.49052,13.49052,12212
0.0,0.0,0.0,0.0,0.0,0.0,0.5429305,1.116895,1.8705564,2.7632387,5.015317,5.806099,8.21094,8.305427,8.305427,22122
0.0,0.0,0.0,0.0,0.0,0.0,1.1500376,1.7467527,2.8311327,3.9878044,6.204128,9.801098,11.263576,11.159882,11.159882,22121
0.0,0.0,0.0,0.0,0.0,0.0,0.94152176,2.9802983,5.2452703,6.488271,10.73787,11.309143,11.309143,11.309143,11.309143,22211
0.0,0.0,0.0,0.0,0.0,0.0,1.4797435,1.9777828,3.3491852,5.487845,9.337242,10.773185,11.322295,11.379402,11.379402,22212
0.0,0.0,0.0,0.0,0.0,0.0,1.2220788,3.4732242,5.138771,9.255977,13.406887,19.186897,20.251787,20.458467,20.458467,21121
0.0,0.0,0.0,0.0,0.0,0.0,0.61266166,0.9786709,2.9176586,5.168044,6.998144,10.70569,13.244764,13.560825,13.572853,21122
0.0,0.0,0.0,0.0,0.0,0.0,2.0895915,4.4996266,3.9956126,7.926212,11.794333,18.65685,19.466282,19.466282,19.466282,11112
0.0,0.0,0.0,0.0,0.0,0.0,2.2633173,4.1028075,7.5488706,9.460639,16.1477,16.45578,17.356562,17.356562,17.356562,11111
0.0,0.0,0.0,0.0,0.0,0.0,0.4527803,1.4741937,2.7162309,5.073268,6.71191,9.163449,9.433046,9.860972,9.860972,11221
0.0,0.0,0.0,0.0,0.0,0.0,0.65301013,1.110374,2.3660278,2.768139,4.4143853,8.507881,9.301721,9.750528,9.750528,11222
0.0,0.0,0.0,0.0,0.0,0.0,0.8063274,0.9531665,1.5373354,3.3316476,4.5972185,7.7126293,10.285374,10.837654,10.858147,22222
0.0,0.0,0.0,0.0,0.0,0.0,0.9743337,2.183584,2.7303126,5.240956,7.62006,11.11963,14.141528,14.274429,14.274429,22221
0.0,0.0,0.0,0.0,0.0,0.0,0.68184525,1.4878576,2.3725717,4.043998,6.1147304,8.022599,10.659219,10.885898,10.885898,21112
0.0,0.0,0.0,0.0,0.0,0.0,2.0800245,4.1798525,5.503124,10.708152,14.416676,13.990538,13.990538,13.990538,13.990538,21111
0.0,0.0,0.0,0.0,0.0,0.0,1.0188276,1.5669978,3.8948638,6.57173,7.8763337,9.519216,11.417575,11.408281,11.408281,11212
0.0,0.0,0.0,0.0,0.0,0.0,1.435022,2.5138023,4.558106,5.5652046,10.02011,12.475558,13.022367,13.022367,13.022367,11211
0.0,0.0,0.0,0.0,0.0,0.0,0.5933134,1.5744095,2.4224105,4.5850267,6.2644053,8.316387,10.268003,10.260828,10.260828,11121
0.0,0.0,0.0,0.0,0.0,0.0,0.9387548,0.9674782,2.8034353,3.8229988,5.7915473,7.3806643,8.614451,8.79048,8.79048,11122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9731284,2.7197683,2.5830612,5.6451044,8.071192,10.412797,10.34559,10.34559,121212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0368266,2.3190262,3.7429738,6.3230515,9.516499,10.04051,10.04051,10.04051,121211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4921803,6.727281,9.569955,16.02101,21.470154,21.638634,21.638634,21.638634,212211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.388358,3.70226,6.676894,9.760147,14.377497,15.084357,15.606979,15.606979,212212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5704367,6.3465843,7.2412243,9.073498,14.126563,16.04368,16.471992,16.471992,122121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4307764,2.5966973,6.2880416,7.1555705,11.40461,15.133206,17.540936,17.540936,122122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1511407,6.984692,11.229279,12.965042,12.771921,13.390938,13.390938,13.390938,121121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0657266,1.4630064,1.9035401,4.1307497,5.06288,5.5114684,5.5114684,5.5114684,121122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775076,1.4364169,3.3037899,5.579551,5.9223866,6.1376324,6.1376324,6.1376324,221112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6463252,1.9267154,3.239795,3.8308797,3.8308797,3.8308797,3.8308797,3.8308797,221111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1652526,3.7244964,5.6790953,8.755043,13.07711,13.8293705,14.011593,14.011593,121221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8052553,2.4870582,3.3616467,5.4140334,8.303952,12.297882,12.349071,12.349071,121222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6691153,1.4214629,3.0751412,3.9111319,6.920895,10.419324,12.15824,12.5223255,212222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0482962,3.1409652,6.175385,9.80935,13.999577,16.592575,16.876667,16.876667,212221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.170133,5.0979977,8.584163,8.776017,10.829959,10.829959,10.829959,10.829959,222121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87880087,1.5081297,2.4535882,5.0356884,5.621195,6.0519023,6.097905,6.097905,222122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5906601,4.1462655,4.4203,8.590929,8.48162,14.669258,14.99538,14.99538,221222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9475498,2.934327,6.02973,10.013763,14.622752,15.62148,15.62148,15.62148,221221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7147083,2.1238713,3.230152,4.753079,4.568959,4.568959,4.568959,4.568959,122112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.246773,4.0066204,5.433457,5.2692723,5.2692723,5.2692723,5.2692723,5.2692723,122111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7014241,1.9771026,4.7492123,4.286667,8.128075,8.625917,8.755688,8.755688,211221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2705233,7.0755234,10.288767,18.613785,23.834509,33.23693,34.29653,34.35465,211222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.973902,3.3316944,7.849455,8.926675,8.926675,8.926675,8.926675,8.926675,222111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.798279,6.840117,6.6666226,12.351269,13.278181,13.278181,13.278181,13.278181,222112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4314198,4.8213015,10.21026,14.662643,17.88001,18.266487,18.266487,18.266487,211211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3734937,3.6662161,5.840578,8.508084,13.770554,14.9745245,15.274232,15.274232,211212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6675808,4.9572263,5.627114,11.129042,17.741337,21.228376,21.335323,21.335323,122221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1023378,1.4998225,2.5939956,3.8711681,6.877153,9.086934,10.141871,10.219065,122222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6993104,3.2535465,3.1712344,8.245777,9.159873,9.293039,9.293039,9.293039,221121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8739811,2.6115282,4.333324,4.267869,7.252589,8.088735,8.238796,8.238796,221122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4746121,2.0621157,2.5743182,4.2850285,6.699701,7.289702,7.2062654,7.2062654,221212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5619475,2.9953256,5.091095,7.07982,11.363915,14.313705,14.240154,14.240154,221211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.162766,3.534256,4.573423,7.5013547,8.972516,8.972516,8.972516,8.972516,122211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.115159,5.639819,8.56182,15.211509,21.828018,28.147581,28.528067,28.528067,122212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.652334,4.2544055,5.150393,5.9467087,7.270411,7.2449217,7.2449217,7.2449217,212112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3678217,4.8316107,5.287747,7.957252,8.103883,8.103883,8.103883,8.103883,212111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9455993,3.384269,4.9883294,4.8684235,7.312386,7.1236343,7.1236343,7.1236343,112211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.729238,7.021507,14.644445,24.120337,30.349962,32.69294,35.571922,35.571922,112212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8069333,2.4853446,6.545699,6.447173,11.53506,16.14961,16.750486,16.750486,212122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5098484,2.8130221,6.176952,7.3065934,11.868013,12.307663,12.307663,12.307663,212121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.369976,1.8425252,4.157141,4.675677,4.675677,4.675677,4.675677,4.675677,111121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4709222,1.9285294,3.719986,5.9199786,11.222783,11.990325,11.990325,11.990325,111122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7169433,3.5177655,5.7447605,6.9759398,6.9759398,6.9759398,6.9759398,6.9759398,121111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49394143,2.2190316,2.3458002,4.81607,5.896202,6.7373433,6.7373433,6.7373433,121112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6374831,2.0967033,2.4364643,5.903998,6.271157,6.271157,6.271157,6.271157,211121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0652902,3.7757733,7.150474,9.557726,13.134528,19.00692,19.561045,19.561045,211122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1114504,3.723071,4.517137,9.23967,9.507911,10.323146,10.323146,10.323146,111112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9721023,2.037911,2.8704076,2.9818022,2.9818022,2.9818022,2.9818022,2.9818022,111111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8698789,3.1860723,3.6050587,7.0222297,9.403718,9.983894,9.983894,9.983894,112112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4287423,3.1419554,5.320354,6.8441386,6.8441386,6.8441386,6.8441386,6.8441386,112111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.624223,3.9971635,6.8243546,8.491142,10.834471,14.241493,14.222839,14.222839,112122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2830195,3.2861748,5.351461,5.7889194,6.164886,6.2318177,6.2318177,6.2318177,112121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9359397,3.46849,4.9972086,7.205523,6.680886,6.680886,6.680886,6.680886,211112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1499104,1.8796402,5.42975,6.5052185,6.805339,6.805339,6.805339,6.805339,211111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73709387,1.1993929,2.7998364,4.006298,8.01733,9.522962,10.310991,10.342725,222222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5667446,4.029496,7.187078,9.167177,11.559065,18.309744,18.442692,18.442692,222221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5862638,4.736509,5.0454254,7.8038855,17.15996,18.790195,18.85811,18.85811,112221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9061472,2.6787074,3.4191911,5.630224,9.571565,10.451107,11.377621,11.377621,112222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0073084,4.2191215,5.153727,9.272671,10.70018,13.723259,14.359278,14.359278,111222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0788863,1.9074067,2.896095,3.7438228,5.1948557,5.590625,5.59558,5.59558,111221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2896373,4.1348653,7.2997003,12.231049,13.6505375,14.742122,14.742122,14.742122,111211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1698668,4.0308967,8.221931,9.260667,14.41316,21.059229,21.023012,21.023012,111212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5141146,3.5046303,7.3724804,10.886124,16.21232,20.69378,20.545471,20.545471,222211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9935182,2.2796857,4.108473,5.915672,8.5257225,10.818934,11.030655,11.030655,222212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2046455,2.5521202,3.806143,3.806143,3.806143,3.806143,3.806143,2211112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1209004,1.4533163,1.4533163,1.4533163,1.4533163,1.4533163,1.4533163,2211111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3381393,2.6708639,3.7521458,4.317186,4.450722,4.450722,4.450722,1211221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4067606,1.3643838,3.9991753,5.2417555,6.092355,6.092355,6.092355,1211222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.754868,5.0701437,5.0701437,5.0701437,5.0701437,5.0701437,5.0701437,1211211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8950038,1.3813393,1.666019,1.6330959,1.7397938,1.7397938,1.7397938,1211212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2702762,2.541195,2.5806527,4.682053,7.1835966,9.260991,9.260991,1221222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77296174,2.703509,4.4465885,4.7152276,4.7152276,4.7152276,4.7152276,1221221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2555076,2.5932145,3.7435133,4.7665405,4.8955398,4.8955398,4.8955398,2112112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0955126,5.0248814,7.0202813,7.0202813,7.0202813,7.0202813,7.0202813,2112111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.677038,3.0745494,5.310722,4.88739,9.610777,9.970535,9.970535,2212222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4957557,2.3906066,5.560268,6.3006396,8.632432,8.632432,8.632432,2212221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0187054,2.652781,6.9422717,8.73992,8.73992,8.73992,8.73992,2221122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563584,1.1893287,1.8608825,1.8961437,1.8961437,1.8961437,1.8961437,2221121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.146192,3.117399,3.0646226,3.886285,3.886285,3.886285,3.886285,2221212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1140716,2.1971836,2.364056,2.814165,2.814165,2.814165,2.814165,2221211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6468458,2.914159,3.7221994,3.7221994,3.7221994,3.7221994,3.7221994,1212211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4632223,5.1578135,8.197397,13.441269,14.460548,14.712785,14.712785,1212212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9972765,2.268615,3.0095582,3.6403244,3.926105,3.926105,3.926105,1212112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7373084,1.4814411,3.2332814,7.2864914,7.2864914,7.2864914,7.2864914,1212111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1793485,5.1351027,5.9055004,10.518235,17.238667,22.198969,23.360447,2122222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9983304,3.639658,5.699706,9.930317,12.538788,12.497381,12.497381,2122221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2623816,3.4032276,3.013646,4.919981,5.7499557,5.9628897,5.9628897,1221212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03384,2.085317,5.4231167,7.216811,7.5585804,7.5585804,7.5585804,1221211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3839033,4.733,5.374629,8.19388,8.19388,8.19388,8.19388,2122121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9192508,1.2937814,2.0343971,2.9629028,3.158902,3.3079457,3.3079457,2122122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81714845,1.7418646,3.4579914,5.3976116,5.5882373,5.5882373,5.5882373,2212211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.153666,2.297325,3.3602893,4.7211356,5.1334233,5.1334233,5.1334233,2212212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2381709,2.05478,6.0515504,6.3853474,8.152277,8.075262,8.075262,1212122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8198047,3.8738673,5.552956,12.2415495,16.143541,16.143541,16.143541,1212121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4026716,2.747134,4.929101,8.136072,12.540505,12.410251,12.410251,1212221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7126384,6.0153675,8.557882,12.240108,17.519197,17.807499,17.807499,1212222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7335176,2.814818,5.5874414,6.24979,6.9198523,6.9936776,6.9936776,2221222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88086593,2.7354124,6.129084,6.803119,6.803119,6.803119,6.803119,2221221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7850692,3.7939432,4.2917924,4.539212,4.539212,4.539212,4.539212,2112211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1853874,8.022195,6.673898,16.762938,18.627293,19.142471,19.142471,2112212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6130549,5.2495465,6.1552105,6.1552105,6.1552105,6.1552105,6.1552105,2211121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0992534,3.7131581,8.306914,9.43287,10.223807,10.223807,10.223807,2211122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.864236,6.94607,12.826436,12.826436,12.826436,12.826436,12.826436,2122111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92705506,1.2556508,2.0670097,2.9315012,2.9598386,2.9598386,2.9598386,2122112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96507955,1.8608783,3.0911918,3.563318,3.8542945,3.8542945,3.8542945,2122211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9603773,3.911961,6.0095787,10.347631,13.66958,14.22299,14.22299,2122212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9323157,1.8422306,1.8494613,1.8494613,1.8494613,1.8494613,1.8494613,1221111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6477196,3.6287584,3.2844224,3.2844224,3.2844224,3.2844224,3.2844224,1221112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5478745,2.0901523,3.3860228,5.59839,6.206913,6.3946295,6.3946295,2112122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5384936,3.7313995,4.039683,6.2370477,6.5149865,6.5149865,6.5149865,2112121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4271915,3.3068604,7.062646,7.3046446,11.929995,12.677793,12.716418,2112222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1505895,6.7139387,9.544933,17.032116,18.281769,18.156664,18.156664,2112221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9673456,1.4579213,1.9805161,1.9546018,1.9546018,1.9546018,1.9546018,1221121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99966025,2.321391,3.735181,3.48039,3.48039,3.48039,3.48039,1221122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1151907,5.494695,10.543953,10.318446,10.318446,10.318446,10.318446,2212111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8294526,2.6934958,3.501563,6.3137403,8.663366,8.599687,8.599687,2212112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44975,10.519797,8.262537,9.344686,9.319425,9.319425,9.319425,1222211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1480107,1.1406169,2.7339509,5.09132,6.8886876,6.9508924,6.9508924,1222212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5690461,2.7149408,2.8995392,5.4266286,6.0884595,6.348562,6.348562,2211222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172981,1.8508518,1.6736115,2.610878,2.8979442,2.8979442,2.8979442,2211221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8291356,1.667911,2.450434,3.7597964,4.3606243,4.3606243,4.3606243,1222121
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.292305,1.6764541,3.2862973,4.5401664,6.229151,6.3680987,6.3680987,1222122
